0.21, -0.41
0.78, 0.68
0.45, 0.05
0.19, -0.46
0.81, 0.75
0.31, -0.23
0.31, -0.23
0.03, -0.77
0.69, 0.51
0.07, -0.69
0.01, -0.81
0.06, -0.71
0.66, 0.45
0.29, -0.26
0.41, -0.03
0.25, -0.35
0.15, -0.54
0.08, -0.68
0.89, 0.90
0.97, 1.05
0.55, 0.23
0.53, 0.19
0.78, 0.69
0.32, -0.21
0.55, 0.24
0.34, -0.17
0.58, 0.30
0.58, 0.30
0.44, 0.02
0.87, 0.85
0.86, 0.83
0.83, 0.79
0.55, 0.25
0.66, 0.46
0.59, 0.31
0.12, -0.59
0.85, 0.81
0.18, -0.49
0.73, 0.58
0.12, -0.60
0.68, 0.49
0.54, 0.23
0.93, 0.98
0.58, 0.30
0.89, 0.91
0.05, -0.73
0.27, -0.30
0.44, 0.02
0.49, 0.12
0.03, -0.76
0.24, -0.37
0.52, 0.19
0.86, 0.84
0.31, -0.24
0.50, 0.14
0.62, 0.37
0.67, 0.47
0.74, 0.60
0.84, 0.81
0.53, 0.21
0.10, -0.63
0.34, -0.17
0.28, -0.28
0.10, -0.63
0.39, -0.08
0.96, 1.05
0.10, -0.63
0.02, -0.80
0.13, -0.58
0.27, -0.31
0.72, 0.57
0.67, 0.48
0.82, 0.77
0.40, -0.06
0.37, -0.11
0.95, 1.02
0.44, 0.03
0.67, 0.47
0.80, 0.72
0.51, 0.16
0.17, -0.49
0.59, 0.31
0.77, 0.67
0.19, -0.47
0.74, 0.61
0.65, 0.44
0.33, -0.18
0.72, 0.58
0.03, -0.78
0.89, 0.91
0.39, -0.08
0.56, 0.25
0.09, -0.66
0.48, 0.09
0.49, 0.12
0.57, 0.28
0.84, 0.80
0.48, 0.10
0.53, 0.20
0.58, 0.30
0.57, 0.27
0.97, 1.06
0.61, 0.36
0.23, -0.39
0.83, 0.79
0.51, 0.16
0.83, 0.79
0.95, 1.02
0.94, 0.99
0.55, 0.24
0.76, 0.65
0.35, -0.14
0.11, -0.62
0.86, 0.85
0.67, 0.47
0.84, 0.79
0.60, 0.34
0.12, -0.59
0.31, -0.22
0.22, -0.40
0.98, 1.07
0.87, 0.86
0.08, -0.68
0.96, 1.04
0.51, 0.16
0.14, -0.56
0.20, -0.44
0.55, 0.24
0.24, -0.36
0.12, -0.59
0.46, 0.06
0.59, 0.32
0.45, 0.05
0.84, 0.80
0.77, 0.66
0.75, 0.63
0.76, 0.65
0.94, 1.01
0.56, 0.27
0.64, 0.42
0.52, 0.18
0.89, 0.90
0.73, 0.58
0.43, 0.01
0.67, 0.47
0.38, -0.09
0.87, 0.86
0.59, 0.31
0.29, -0.27
0.13, -0.57
0.62, 0.37
0.99, 1.10
0.34, -0.18
0.67, 0.47
0.25, -0.34
0.46, 0.06
0.90, 0.92
0.66, 0.45
0.63, 0.39
0.58, 0.30
0.06, -0.72
0.92, 0.96
0.14, -0.57
0.03, -0.78
0.54, 0.22
0.78, 0.68
0.62, 0.38
0.72, 0.56
0.47, 0.08
0.94, 1.01
0.34, -0.17
0.69, 0.50
0.55, 0.23
0.37, -0.11
0.85, 0.82
0.81, 0.74
0.31, -0.23
0.21, -0.43
0.30, -0.24
0.92, 0.96
0.14, -0.56
0.09, -0.66
0.56, 0.25
0.37, -0.12
0.39, -0.08
0.02, -0.79
0.75, 0.64
0.13, -0.58
0.40, -0.05
0.19, -0.45
0.50, 0.15
0.62, 0.38
0.60, 0.33
0.21, -0.41
0.93, 0.98
0.97, 1.06
0.70, 0.53
0.23, -0.38
0.48, 0.10
0.26, -0.32
0.59, 0.32
0.48, 0.11
0.60, 0.33
0.53, 0.20
0.68, 0.49
0.59, 0.31
0.98, 1.08
0.12, -0.59
0.80, 0.72
0.87, 0.86
0.04, -0.75
0.27, -0.31
0.07, -0.69
0.65, 0.43
0.41, -0.04
0.54, 0.22
0.23, -0.39
0.25, -0.35
0.77, 0.67
0.55, 0.24
0.99, 1.10
0.23, -0.39
0.81, 0.75
0.55, 0.24
0.88, 0.89
0.19, -0.47
0.12, -0.59
0.86, 0.84
0.27, -0.31
0.81, 0.74
0.55, 0.25
0.98, 1.07
0.08, -0.67
0.67, 0.47
0.69, 0.51
0.87, 0.87
0.41, -0.03
0.07, -0.70
0.41, -0.03
0.59, 0.32
0.47, 0.09
0.94, 0.99
0.96, 1.03
0.85, 0.82
0.74, 0.60
0.24, -0.37
0.44, 0.03
0.25, -0.34
0.11, -0.61
0.92, 0.96
0.59, 0.31
1.00, 1.11
0.56, 0.26
0.64, 0.42
0.98, 1.07
0.08, -0.67
0.84, 0.81
0.04, -0.76
0.87, 0.86
0.50, 0.15
0.83, 0.79
0.75, 0.63
0.77, 0.67
0.00, -0.83
0.20, -0.44
0.80, 0.73
0.85, 0.82
0.22, -0.40
0.29, -0.27
0.74, 0.61
0.91, 0.93
0.85, 0.83
0.40, -0.05
0.09, -0.65
0.41, -0.04
0.08, -0.67
0.72, 0.57
0.60, 0.34
0.82, 0.77
0.56, 0.25
0.50, 0.15
0.98, 1.08
0.45, 0.04
0.64, 0.41
0.29, -0.26
0.59, 0.33
0.01, -0.81
0.09, -0.66
0.83, 0.79
0.38, -0.08
0.70, 0.53
0.70, 0.53
0.37, -0.11
0.79, 0.70
0.35, -0.15
0.12, -0.60
0.07, -0.69
0.76, 0.65
0.95, 1.02
0.11, -0.61
0.05, -0.74
0.54, 0.22
0.30, -0.25
0.90, 0.93
0.18, -0.49
0.79, 0.70
0.13, -0.57
0.50, 0.15
0.53, 0.20
0.29, -0.26
0.17, -0.49
0.74, 0.60
0.18, -0.49
0.05, -0.74
0.76, 0.64
0.60, 0.33
0.08, -0.67
0.18, -0.49
0.12, -0.60
0.23, -0.39
0.95, 1.02
0.21, -0.42
0.81, 0.74
0.66, 0.46
0.94, 1.00
0.13, -0.58
0.80, 0.72
0.37, -0.11
0.27, -0.30
0.31, -0.23
0.48, 0.09
0.51, 0.17
0.81, 0.74
0.29, -0.26
0.80, 0.73
0.53, 0.20
0.16, -0.52
0.15, -0.54
0.09, -0.65
0.06, -0.71
0.49, 0.12
0.00, -0.83
0.28, -0.29
0.69, 0.51
0.48, 0.10
0.26, -0.32
0.31, -0.23
0.25, -0.34
0.01, -0.81
0.18, -0.48
0.49, 0.12
0.21, -0.42
0.81, 0.75
0.38, -0.09
0.43, -0.00
0.48, 0.10
0.70, 0.53
0.99, 1.10
0.00, -0.83
0.10, -0.64
0.70, 0.52
0.40, -0.05
0.99, 1.10
0.15, -0.54
0.71, 0.55
0.26, -0.33
0.31, -0.22
0.58, 0.30
0.47, 0.08
0.30, -0.25
0.09, -0.65
0.74, 0.61
0.89, 0.89
0.22, -0.40
0.07, -0.70
0.75, 0.62
0.93, 0.98
0.40, -0.06
0.78, 0.68
0.57, 0.28
0.61, 0.36
